GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:0015276,ligand-gated monoatomic ion channel activity,MF,e,47,3765,161,20413,0.0009866013100357936,0.022365509564782653
GO:0031647,regulation of protein stability,BP,p,41,3765,346,20413,0.0009864379758785136,0.022365509564782653
GO:0006820,monoatomic anion transport,BP,e,42,3765,141,20413,0.0009879071141129794,0.022370365181787057
GO:0015078,proton transmembrane transporter activity,MF,p,17,3765,182,20413,0.0010045207182423888,0.02272146035203231
GO:0045682,regulation of epidermis development,BP,e,20,3765,53,20413,0.0010124710834306186,0.022775598147907427
GO:0045600,positive regulation of fat cell differentiation,BP,e,20,3765,53,20413,0.0010124710834306186,0.022775598147907427
GO:0036294,cellular response to decreased oxygen levels,BP,e,38,3765,124,20413,0.0010112655915591067,0.022775598147907427
GO:0070542,response to fatty acid,BP,e,20,3765,53,20413,0.0010124710834306186,0.022775598147907427
GO:0010718,positive regulation of epithelial to mesenchymal transition,BP,e,20,3765,53,20413,0.0010124710834306186,0.022775598147907427
GO:0016247,channel regulator activity,MF,e,47,3765,162,20413,0.0010337963849385416,0.023204369459524133
GO:0042277,peptide binding,MF,e,47,3765,162,20413,0.0010337963849385416,0.023204369459524133
GO:0007584,response to nutrient,BP,e,40,3765,133,20413,0.001044451309022719,0.023417878201096913
GO:0002062,chondrocyte differentiation,BP,e,16,3765,38,20413,0.0010471148600248825,0.023451939701081878
GO:0099106,ion channel regulator activity,MF,e,45,3765,153,20413,0.0010590733303482633,0.02369387528256218
GO:0061588,calcium activated phospholipid scrambling,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:2000858,regulation of aldosterone secretion,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:2000855,regulation of mineralocorticoid secretion,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:0071314,cellular response to cocaine,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:1903598,positive regulation of gap junction assembly,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:0042481,regulation of odontogenesis,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:0019958,C-X-C chemokine binding,MF,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:1990239,steroid hormone binding,MF,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:1990410,adrenomedullin receptor signaling pathway,BP,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:0031838,haptoglobin-hemoglobin complex,CC,e,5,3765,6,20413,0.0010817079228031834,0.02393892058531926
GO:0022834,ligand-gated channel activity,MF,e,47,3765,163,20413,0.0010989427745266473,0.024294103860166758
GO:0000993,RNA polymerase II complex binding,MF,p,2,3765,59,20413,0.0011069801743098392,0.024419100874199715
GO:0019843,rRNA binding,MF,p,2,3765,59,20413,0.0011069801743098392,0.024419100874199715
GO:0030547,signaling receptor inhibitor activity,MF,e,12,3765,26,20413,0.0011167684595893511,0.02455572536734396
GO:0045606,positive regulation of epidermal cell differentiation,BP,e,12,3765,26,20413,0.0011167684595893511,0.02455572536734396
GO:0060043,regulation of cardiac muscle cell proliferation,BP,e,12,3765,26,20413,0.0011167684595893511,0.02455572536734396
GO:0035869,ciliary transition zone,CC,p,4,3765,79,20413,0.0011257336389174461,0.024726323110755868
GO:0015698,inorganic anion transport,BP,e,43,3765,145,20413,0.0011311394320604792,0.02479191484621968
GO:0009152,purine ribonucleotide biosynthetic process,BP,p,11,3765,135,20413,0.0011302299053614828,0.02479191484621968
GO:1902115,regulation of organelle assembly,BP,p,26,3765,244,20413,0.0011336564932065548,0.024820536875301207
GO:1903169,regulation of calcium ion transmembrane transport,BP,e,36,3765,117,20413,0.0011398156667043967,0.024928753957068516
GO:0071881,adenylate cyclase-inhibiting adrenergic receptor signaling pathway,BP,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0042940,D-amino acid transport,BP,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0034201,response to oleic acid,BP,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0042482,positive regulation of odontogenesis,BP,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0001934,positive regulation of protein phosphorylation,BP,e,57,3765,207,20413,0.0011429802034604477,0.024931583147405935
GO:0140097,"catalytic activity, acting on DNA",MF,p,28,3765,256,20413,0.0011518529713398012,0.024931583147405935
GO:0030284,nuclear estrogen receptor activity,MF,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0034189,very-low-density lipoprotein particle binding,MF,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0004936,alpha-adrenergic receptor activity,MF,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0047024,"5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity",MF,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0061689,tricellular tight junction,CC,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0008282,inward rectifying potassium channel,CC,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0090733,tenascin complex,CC,e,4,3765,4,20413,0.001155760698288959,0.024931583147405935
GO:0006368,transcription elongation by RNA polymerase II,BP,p,1,3765,47,20413,0.0011629220797586518,0.02495472479632885
GO:1905348,endonuclease complex,CC,p,1,3765,47,20413,0.0011629220797586518,0.02495472479632885
GO:0004532,RNA exonuclease activity,MF,p,1,3765,47,20413,0.0011629220797586518,0.02495472479632885
GO:1901740,negative regulation of myoblast fusion,BP,p,1,3765,47,20413,0.0011629220797586518,0.02495472479632885
GO:0009615,response to virus,BP,p,34,3765,297,20413,0.0011607172713476704,0.02495472479632885
GO:0070897,transcription preinitiation complex assembly,BP,p,2,3765,60,20413,0.0011671942232477426,0.024994055608167177
GO:0008408,3'-5' exonuclease activity,MF,p,2,3765,60,20413,0.0011671942232477426,0.024994055608167177
GO:0005614,interstitial matrix,CC,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0015670,carbon dioxide transport,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0005890,sodium:potassium-exchanging ATPase complex,CC,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0097646,calcitonin family receptor signaling pathway,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0031645,negative regulation of nervous system process,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0004527,exonuclease activity,MF,p,5,3765,86,20413,0.001173729322839714,0.025093787380569253
GO:0048484,enteric nervous system development,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0006563,L-serine metabolic process,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0098868,bone growth,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0072088,nephron epithelium morphogenesis,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0072078,nephron tubule morphogenesis,BP,e,7,3765,11,20413,0.0011853211430435289,0.025093787380569253
GO:0046873,metal ion transmembrane transporter activity,MF,e,101,3765,406,20413,0.001187512325841141,0.0251142312626032
GO:0004896,cytokine receptor activity,MF,e,30,3765,93,20413,0.0011899418636051283,0.02513966867098958
GO:0050994,regulation of lipid catabolic process,BP,e,20,3765,54,20413,0.00120585169692775,0.025449555947621404
GO:0090288,negative regulation of cellular response to growth factor stimulus,BP,e,27,3765,80,20413,0.0012087601557074258,0.025484693282831563
GO:0048704,embryonic skeletal system morphogenesis,BP,e,14,3765,33,20413,0.0012260621962954608,0.025642038186949608
GO:0050918,positive chemotaxis,BP,e,16,3765,39,20413,0.0012203116679719056,0.025642038186949608
GO:0043065,positive regulation of apoptotic process,BP,e,105,3765,425,20413,0.001225144061236581,0.025642038186949608
GO:0007044,cell-substrate junction assembly,BP,e,14,3765,33,20413,0.0012260621962954608,0.025642038186949608
GO:0010506,regulation of autophagy,BP,p,41,3765,345,20413,0.0012262332222324997,0.025642038186949608
GO:1905819,negative regulation of chromosome separation,BP,e,14,3765,33,20413,0.0012260621962954608,0.025642038186949608
GO:0045823,positive regulation of heart contraction,BP,e,14,3765,33,20413,0.0012260621962954608,0.025642038186949608
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,BP,e,14,3765,33,20413,0.0012260621962954608,0.025642038186949608
GO:0072666,establishment of protein localization to vacuole,BP,p,1,3765,49,20413,0.001233111256212721,0.025759581012810697
GO:0005160,transforming growth factor beta receptor binding,MF,e,11,3765,23,20413,0.0012482607583503512,0.025970160122714463
GO:0050926,regulation of positive chemotaxis,BP,e,11,3765,23,20413,0.0012482607583503512,0.025970160122714463
GO:0032656,regulation of interleukin-13 production,BP,e,11,3765,23,20413,0.0012482607583503512,0.025970160122714463
GO:0045446,endothelial cell differentiation,BP,e,11,3765,23,20413,0.0012482607583503512,0.025970160122714463
GO:0036464,cytoplasmic ribonucleoprotein granule,CC,p,25,3765,236,20413,0.0012613965067844273,0.02621683429364429
GO:0007163,establishment or maintenance of cell polarity,BP,e,39,3765,129,20413,0.0012660761291354056,0.02628743476633421
GO:0071559,response to transforming growth factor beta,BP,e,22,3765,61,20413,0.001282114645746829,0.02659349740413944
GO:1902476,chloride transmembrane transport,BP,e,33,3765,104,20413,0.0013152650629988478,0.027207039764640072
GO:0048469,cell maturation,BP,e,23,3765,66,20413,0.0013156773730912171,0.027207039764640072
GO:0097530,granulocyte migration,BP,e,23,3765,66,20413,0.0013156773730912171,0.027207039764640072
GO:0038084,vascular endothelial growth factor signaling pathway,BP,e,10,3765,20,20413,0.001357298750708654,0.027983021426833444
GO:0019228,neuronal action potential,BP,e,10,3765,20,20413,0.001357298750708654,0.027983021426833444
GO:0061037,negative regulation of cartilage development,BP,e,10,3765,20,20413,0.001357298750708654,0.027983021426833444
GO:0034976,response to endoplasmic reticulum stress,BP,p,22,3765,215,20413,0.0013639993134149857,0.028092902442023417
GO:0072207,metanephric epithelium development,BP,e,8,3765,14,20413,0.001378035877140864,0.028296682595438605
GO:0045916,negative regulation of complement activation,BP,e,8,3765,14,20413,0.001378035877140864,0.028296682595438605
GO:0045236,CXCR chemokine receptor binding,MF,e,8,3765,14,20413,0.001378035877140864,0.028296682595438605
GO:0032526,response to retinoic acid,BP,e,29,3765,89,20413,0.0013877742236237198,0.0284681252900109
GO:0035097,histone methyltransferase complex,CC,p,3,3765,68,20413,0.0013988057514585242,0.02866572626463954
GO:0099550,"trans-synaptic signaling, modulating synaptic transmission",BP,e,9,3765,17,20413,0.0014152436352528148,0.028858296335558146
GO:0002921,negative regulation of humoral immune response,BP,e,9,3765,17,20413,0.0014152436352528148,0.028858296335558146
GO:0036376,sodium ion export across plasma membrane,BP,e,9,3765,17,20413,0.0014152436352528148,0.028858296335558146
GO:0110110,positive regulation of animal organ morphogenesis,BP,e,9,3765,17,20413,0.0014152436352528148,0.028858296335558146
GO:0033623,regulation of integrin activation,BP,e,9,3765,17,20413,0.0014152436352528148,0.028858296335558146
GO:0030141,secretory granule,CC,e,73,3765,280,20413,0.001420489613570333,0.02893647480208433
GO:0034703,cation channel complex,CC,e,56,3765,204,20413,0.0014273369889049952,0.02904708730251248
GO:0120545,nucleic acid conformation isomerase activity,MF,p,12,3765,140,20413,0.0014307528724119068,0.029087716879302783
GO:1905370,serine-type endopeptidase complex,CC,e,13,3765,30,20413,0.0014402320350024231,0.02916469870879907
GO:1905286,serine-type peptidase complex,CC,e,13,3765,30,20413,0.0014402320350024231,0.02916469870879907
GO:0060306,regulation of membrane repolarization,BP,e,13,3765,30,20413,0.0014402320350024231,0.02916469870879907
GO:0031577,spindle checkpoint signaling,BP,e,13,3765,30,20413,0.0014402320350024231,0.02916469870879907
GO:1902531,regulation of intracellular signal transduction,BP,e,390,3765,1837,20413,0.0014445972422778034,0.029224216471864784
GO:0030509,BMP signaling pathway,BP,e,20,3765,55,20413,0.0014683538478068457,0.02967551814901942
GO:0009156,ribonucleoside monophosphate biosynthetic process,BP,p,0,3765,34,20413,0.0014703395301349355,0.029686372404980524
GO:0051489,regulation of filopodium assembly,BP,e,17,3765,44,20413,0.0014792921216308034,0.029808390804896806
GO:0046850,regulation of bone remodeling,BP,e,17,3765,44,20413,0.0014792921216308034,0.029808390804896806
GO:0031670,cellular response to nutrient,BP,e,16,3765,40,20413,0.0014904043490728501,0.029973362439205023
GO:0140272,exogenous protein binding,MF,e,16,3765,40,20413,0.0014904043490728501,0.029973362439205023
GO:0046718,symbiont entry into host cell,BP,e,24,3765,69,20413,0.001494212380657031,0.029991081603138625
GO:0044409,symbiont entry into host,BP,e,24,3765,69,20413,0.001494212380657031,0.029991081603138625
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,BP,e,27,3765,82,20413,0.0015070521800894844,0.030219197971207243
GO:0003714,transcription corepressor activity,MF,p,21,3765,207,20413,0.0015104400939935532,0.030257525753870855
GO:0140142,nucleocytoplasmic carrier activity,MF,p,0,3765,35,20413,0.0015182165956505718,0.03034098153593483
GO:0045471,response to ethanol,BP,e,33,3765,106,20413,0.001519047823933496,0.03034098153593483
GO:0071357,cellular response to type I interferon,BP,p,0,3765,35,20413,0.0015182165956505718,0.03034098153593483
GO:0006816,calcium ion transport,BP,e,62,3765,231,20413,0.0015266277689756588,0.030462690233318573
GO:0016241,regulation of macroautophagy,BP,p,18,3765,184,20413,0.0015367804740534904,0.030635449664181108
GO:0015079,potassium ion transmembrane transporter activity,MF,e,42,3765,143,20413,0.001540587980069724,0.030642542764159033
GO:0003725,double-stranded RNA binding,MF,p,4,3765,75,20413,0.001540486263088065,0.030642542764159033
GO:0032869,cellular response to insulin stimulus,BP,e,29,3765,90,20413,0.001541622094854241,0.030642542764159033
GO:0009628,response to abiotic stimulus,BP,e,198,3765,876,20413,0.0015505552198477894,0.03079024042668677
GO:0043523,regulation of neuron apoptotic process,BP,e,52,3765,186,20413,0.0015958744298370303,0.03165949147207189
GO:0005244,voltage-gated monoatomic ion channel activity,MF,e,44,3765,153,20413,0.001620433977138468,0.03211562233413793
GO:1990928,response to amino acid starvation,BP,p,2,3765,56,20413,0.0016231834090192087,0.032139031498580335
GO:0001654,eye development,BP,e,24,3765,70,20413,0.0016484580630562015,0.03257651985169791
GO:0016328,lateral plasma membrane,CC,e,24,3765,70,20413,0.0016484580630562015,0.03257651985169791
GO:0001657,ureteric bud development,BP,e,12,3765,27,20413,0.0016754958911108708,0.033015324323591416
GO:0070830,bicellular tight junction assembly,BP,e,12,3765,27,20413,0.0016754958911108708,0.033015324323591416
GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,BP,e,12,3765,27,20413,0.0016754958911108708,0.033015324323591416
GO:0032965,regulation of collagen biosynthetic process,BP,e,15,3765,36,20413,0.0016809373061438138,0.03305897141536006
GO:1902305,regulation of sodium ion transmembrane transport,BP,e,15,3765,36,20413,0.0016809373061438138,0.03305897141536006
GO:0050921,positive regulation of chemotaxis,BP,e,38,3765,127,20413,0.001747666680644622,0.034338382824976255
GO:0045271,respiratory chain complex I,CC,p,1,3765,45,20413,0.0017565330040066685,0.03441360502018036
GO:0030964,NADH dehydrogenase complex,CC,p,1,3765,45,20413,0.0017565330040066685,0.03441360502018036
GO:1902459,positive regulation of stem cell population maintenance,BP,p,1,3765,45,20413,0.0017565330040066685,0.03441360502018036
GO:0008289,lipid binding,MF,e,157,3765,678,20413,0.00176551325852245,0.034457774482762445
GO:0002028,regulation of sodium ion transport,BP,e,21,3765,58,20413,0.0017648025650069184,0.034457774482762445
GO:0009308,amine metabolic process,BP,e,21,3765,58,20413,0.0017648025650069184,0.034457774482762445
GO:0030534,adult behavior,BP,e,21,3765,58,20413,0.0017648025650069184,0.034457774482762445
GO:0140374,antiviral innate immune response,BP,p,6,3765,93,20413,0.0017727306346560017,0.03453286016730556
GO:0006352,DNA-templated transcription initiation,BP,p,7,3765,101,20413,0.0017719618572451822,0.03453286016730556
GO:0002833,positive regulation of response to biotic stimulus,BP,p,34,3765,292,20413,0.0017948911876576612,0.03493134388287602
GO:0046034,ATP metabolic process,BP,p,13,3765,147,20413,0.001803941502362222,0.03507416812894593
GO:1901681,sulfur compound binding,MF,e,58,3765,214,20413,0.0018175619572696955,0.03530549496713542
GO:0045833,negative regulation of lipid metabolic process,BP,e,28,3765,86,20413,0.0018473422200405516,0.03581606822638697
GO:1901655,cellular response to ketone,BP,e,28,3765,86,20413,0.0018473422200405516,0.03581606822638697
GO:0005261,monoatomic cation channel activity,MF,e,76,3765,295,20413,0.0018500624106860294,0.03583490452002722
GO:0001523,retinoid metabolic process,BP,e,24,3765,71,20413,0.0018671575821491689,0.03613187944379879
GO:0022617,extracellular matrix disassembly,BP,e,16,3765,41,20413,0.0018746783158468834,0.036243191251556776
GO:0030315,T-tubule,CC,e,19,3765,52,20413,0.0018949819622943256,0.03659427734643932
GO:0042327,positive regulation of phosphorylation,BP,e,61,3765,228,20413,0.00189640962972325,0.03659427734643932
GO:0090497,mesenchymal cell migration,BP,e,11,3765,24,20413,0.0019232509759507716,0.03704246452082628
GO:0001755,neural crest cell migration,BP,e,11,3765,24,20413,0.0019232509759507716,0.03704246452082628
GO:0070365,hepatocyte differentiation,BP,e,6,3765,9,20413,0.0019727924522475837,0.03752941814495846
GO:0019215,intermediate filament binding,MF,e,6,3765,9,20413,0.0019727924522475837,0.03752941814495846
GO:0098809,nitrite reductase activity,MF,e,6,3765,9,20413,0.0019727924522475837,0.03752941814495846
GO:0090493,catecholamine uptake,BP,e,6,3765,9,20413,0.0019727924522475837,0.03752941814495846
GO:0001946,lymphangiogenesis,BP,e,6,3765,9,20413,0.0019727924522475837,0.03752941814495846
